"","id","atlas_id","name","acronym","st_level","ontology_id","hemisphere_id","weight","parent_structure_id","depth","graph_id","graph_order","structure_id_path","color_hex_triplet","neuro_name_structure_id","neuro_name_structure_id_path","failed","sphinx_id","structure_name_facet","failed_facet","safe_name","col"
"10609",10609,NA,"surface structures of forebrain","FSS",NA,11,3,8660,10156,4,16,2271,"/10153/10154/10155/10156/10609/","C8C9CA",NA,NA,"f",8871,2690190484,734881840,"surface structures of forebrain","#C8C9CA"
"12112",12112,NA,"cerebral gyri and lobules","CeG",NA,11,3,8660,10609,5,16,2351,"/10153/10154/10155/10156/10609/12112/","DFCECE",NA,NA,"f",8951,4230225996,734881840,"cerebral gyri and lobules","#DFCECE"
"12139",12139,NA,"temporal lobe","TemL",NA,11,3,8660,12112,6,16,2384,"/10153/10154/10155/10156/10609/12112/12139/","EBBFD0",NA,NA,"f",8984,238039703,734881840,"temporal lobe","#EBBFD0"
"12141",12141,NA,"middle temporal gyrus","MTG",NA,11,3,8660,12139,7,16,2386,"/10153/10154/10155/10156/10609/12112/12139/12141/","D55C92",NA,NA,"f",8986,4000706474,734881840,"middle temporal gyrus","#D55C92"
"12140",12140,NA,"superior temporal gyrus","STG",NA,11,3,8660,12139,7,16,2385,"/10153/10154/10155/10156/10609/12112/12139/12140/","D670A0",NA,NA,"f",8985,146041840,734881840,"superior temporal gyrus","#D670A0"
"12131",12131,NA,"parietal lobe","ParL",NA,11,3,8660,12112,6,16,2375,"/10153/10154/10155/10156/10609/12112/12131/","F0DABE",NA,NA,"f",8975,2021358152,734881840,"parietal lobe","#F0DABE"
"12134",12134,NA,"inferior parietal lobule","IPL",NA,11,3,8660,12131,7,16,2378,"/10153/10154/10155/10156/10609/12112/12131/12134/","D38E32",NA,NA,"f",8978,3969512174,734881840,"inferior parietal lobule","#D38E32"
"12135",12135,NA,"supramarginal gyrus","SMG",NA,11,3,8660,12134,8,16,2379,"/10153/10154/10155/10156/10609/12112/12131/12134/12135/","D38E32",NA,NA,"f",8979,2916425322,734881840,"supramarginal gyrus","#D38E32"
"12132",12132,NA,"postcentral gyrus","PoCG",NA,11,3,8660,12131,7,16,2376,"/10153/10154/10155/10156/10609/12112/12131/12132/","EC813B",NA,NA,"f",8976,2019578173,734881840,"postcentral gyrus","#EC813B"
"10557",10557,NA,"white matter of forebrain","FWM",NA,11,3,8660,10156,4,16,2116,"/10153/10154/10155/10156/10557/","F2F1F0",NA,NA,"f",8716,4251532924,734881840,"white matter of forebrain","#F2F1F0"
"12142",12142,NA,"inferior temporal gyrus","ITG",NA,11,3,8660,12139,7,16,2387,"/10153/10154/10155/10156/10609/12112/12139/12142/","D55C92",NA,NA,"f",8987,1895607128,734881840,"inferior temporal gyrus","#D55C92"
"12136",12136,NA,"angular gyrus","AnG",NA,11,3,8660,12134,8,16,2380,"/10153/10154/10155/10156/10609/12112/12131/12134/12136/","D38E32",NA,NA,"f",8980,1604613321,734881840,"angular gyrus","#D38E32"
"12113",12113,NA,"frontal lobe","FroL",NA,11,3,8660,12112,6,16,2352,"/10153/10154/10155/10156/10609/12112/12113/","F2E5BB",NA,NA,"f",8952,1308459316,734881840,"frontal lobe","#F2E5BB"
"12114",12114,NA,"precentral gyrus","PrCG",NA,11,3,8660,12113,7,16,2353,"/10153/10154/10155/10156/10609/12112/12113/12114/","EDCF37",NA,NA,"f",8953,319519472,734881840,"precentral gyrus","#EDCF37"
"12145",12145,NA,"planum temporale","PLT",NA,11,3,8660,12139,7,16,2393,"/10153/10154/10155/10156/10609/12112/12139/12145/","D670A0",NA,NA,"f",8993,183699187,734881840,"planum temporale","#D670A0"
"13230",13230,NA,"parietal operculum","PaO",NA,11,3,8660,12131,7,16,2383,"/10153/10154/10155/10156/10609/12112/12131/13230/","E8AF66",NA,NA,"f",8983,4042669292,734881840,"parietal operculum","#E8AF66"
"12144",12144,NA,"transverse temporal gyrus (Heschl's gyrus)","TTG",NA,11,3,8660,12139,7,16,2390,"/10153/10154/10155/10156/10609/12112/12139/12144/","D670A0",NA,NA,"f",8990,3625896983,734881840,"transverse temporal gyrus (Heschl's gyrus)","#D670A0"
"12117",12117,NA,"inferior frontal gyrus","IFG",NA,11,3,8660,12113,7,16,2356,"/10153/10154/10155/10156/10609/12112/12113/12117/","C2A335",NA,NA,"f",8956,1634435453,734881840,"inferior frontal gyrus","#C2A335"
"12119",12119,NA,"inferior frontal gyrus, opercular part","IFGop",NA,11,3,8660,12117,8,16,2358,"/10153/10154/10155/10156/10609/12112/12113/12117/12119/","C2A335",NA,NA,"f",8958,1391890174,734881840,"inferior frontal gyrus opercular part","#C2A335"
"12118",12118,NA,"inferior frontal gyrus, triangular part","IFGtr",NA,11,3,8660,12117,8,16,2357,"/10153/10154/10155/10156/10609/12112/12113/12117/12118/","C2A335",NA,NA,"f",8957,3115098062,734881840,"inferior frontal gyrus triangular part","#C2A335"
"12147",12147,NA,"planum polare","PLP",NA,11,3,8660,12139,7,16,2396,"/10153/10154/10155/10156/10609/12112/12139/12147/","D670A0",NA,NA,"f",8996,4039108234,734881840,"planum polare","#D670A0"
"10653",10653,NA,"hindbrain (rhombencephalon)","H",NA,11,3,8660,10155,3,16,2672,"/10153/10154/10155/10653/","CAD7EE",NA,NA,"f",9272,440055500,734881840,"hindbrain (rhombencephalon)","#CAD7EE"
"10654",10654,NA,"gray matter of the hindbrain","HGM",NA,11,3,8660,10653,4,16,2673,"/10153/10154/10155/10653/10654/","CAD7EE",NA,NA,"f",9273,979109732,734881840,"gray matter of the hindbrain","#CAD7EE"
"10655",10655,NA,"metencephalon","Met",NA,11,3,8660,10654,5,16,2674,"/10153/10154/10155/10653/10654/10655/","B3C8E7",NA,NA,"f",9274,3028041611,734881840,"metencephalon","#B3C8E7"
"10656",10656,NA,"cerebellum","CB",NA,11,3,8660,10655,6,16,2675,"/10153/10154/10155/10653/10654/10655/10656/","9EBAE1",NA,NA,"f",9275,3184351876,734881840,"cerebellum","#9EBAE1"
"10657",10657,NA,"cerebellar cortex","CBC",NA,11,3,8660,10656,7,16,2676,"/10153/10154/10155/10653/10654/10655/10656/10657/","89ADDB",NA,NA,"f",9276,1747966554,734881840,"cerebellar cortex","#89ADDB"
"10659",10659,NA,"cerebellar hemisphere","CBH",NA,11,3,8660,10657,8,16,2695,"/10153/10154/10155/10653/10654/10655/10656/10657/10659/","6197D0",NA,NA,"f",9295,4016245784,734881840,"cerebellar hemisphere","#6197D0"
"12390",12390,NA,"lateral hemisphere of cerebellum","CBL",NA,11,3,8660,10659,9,16,2714,"/10153/10154/10155/10653/10654/10655/10656/10657/10659/12390/","4A8ECC",NA,NA,"f",9314,3684015588,734881840,"lateral hemisphere of cerebellum","#4A8ECC"
"12148",12148,NA,"occipital lobe","OccL",NA,11,3,8660,12112,6,16,2397,"/10153/10154/10155/10156/10609/12112/12148/","E7ACA1",NA,NA,"f",8997,693317856,734881840,"occipital lobe","#E7ACA1"
"12153",12153,NA,"inferior occipital gyrus","IOG",NA,11,3,8660,12148,7,16,2404,"/10153/10154/10155/10156/10609/12112/12148/12153/","D14D46",NA,NA,"f",9004,585965945,734881840,"inferior occipital gyrus","#D14D46"
"12116",12116,NA,"middle frontal gyrus","MFG",NA,11,3,8660,12113,7,16,2355,"/10153/10154/10155/10156/10609/12112/12113/12116/","D4B235",NA,NA,"f",8955,2361053306,734881840,"middle frontal gyrus","#D4B235"
"12146",12146,NA,"temporal pole","TP",NA,11,3,8660,12139,7,16,2394,"/10153/10154/10155/10156/10609/12112/12139/12146/","C8538B",NA,NA,"f",8994,2323445566,734881840,"temporal pole","#C8538B"
"12125",12125,NA,"lateral orbital gyrus","LOrG",NA,11,3,8660,12113,7,16,2364,"/10153/10154/10155/10156/10609/12112/12113/12125/","AB9158",NA,NA,"f",8964,4022660210,734881840,"lateral orbital gyrus","#AB9158"
"12152",12152,NA,"occipitotemporal (fusiform) gyrus, occipital part","FuGo",NA,11,3,8660,12148,7,16,2403,"/10153/10154/10155/10156/10609/12112/12148/12152/","D14D46",NA,NA,"f",9003,776358254,734881840,"occipitotemporal (fusiform) gyrus occipital part","#D14D46"
"12143",12143,NA,"occipitotemporal (fusiform) gyrus, temporal part","FuGt",NA,11,3,8660,12139,7,16,2388,"/10153/10154/10155/10156/10609/12112/12139/12143/","D55C92",NA,NA,"f",8988,3500553714,734881840,"occipitotemporal (fusiform) gyrus temporal part","#D55C92"
"12127",12127,NA,"frontal operculum","FrO",NA,11,3,8660,12113,7,16,2367,"/10153/10154/10155/10156/10609/12112/12113/12127/","C2A335",NA,NA,"f",8967,3661235456,734881840,"frontal operculum","#C2A335"
"10668",10668,NA,"white matter of hindbrain","HWM",NA,11,3,8660,10653,4,16,3123,"/10153/10154/10155/10653/10668/","F2F1F0",NA,NA,"f",9723,2565261686,734881840,"white matter of hindbrain","#F2F1F0"
"12154",12154,NA,"superior occipital gyrus","SOG",NA,11,3,8660,12148,7,16,2405,"/10153/10154/10155/10156/10609/12112/12148/12154/","D14D46",NA,NA,"f",9005,4204282467,734881840,"superior occipital gyrus","#D14D46"
"12133",12133,NA,"supraparietal lobule","SPL",NA,11,3,8660,12131,7,16,2377,"/10153/10154/10155/10156/10609/12112/12131/12133/","E49C33",NA,NA,"f",8977,838816089,734881840,"supraparietal lobule","#E49C33"
"12176",12176,NA,"insular lobe","InL",NA,11,3,8660,12112,6,16,2406,"/10153/10154/10155/10156/10609/12112/12176/","E5AB9A",NA,NA,"f",9006,503364854,734881840,"insular lobe","#E5AB9A"
"12178",12178,NA,"short insular gyri","SIG",NA,11,3,8660,12176,7,16,2408,"/10153/10154/10155/10156/10609/12112/12176/12178/","D16146",NA,NA,"f",9008,1640436988,734881840,"short insular gyri","#D16146"
"10568",10568,NA,"forebrain ipsilateral fiber tracts","FIFT",NA,11,3,8660,10557,5,16,2137,"/10153/10154/10155/10156/10557/10568/","F2F1F0",NA,NA,"f",8737,1045988344,734881840,"forebrain ipsilateral fiber tracts","#F2F1F0"
"266441621",266441621,NA,"optic radiation","or",NA,11,3,8660,10568,6,16,2221,"/10153/10154/10155/10156/10557/10568/266441621/","F2F1F0",NA,NA,"f",8821,3215415810,734881840,"optic radiation","#F2F1F0"
"12177",12177,NA,"long insular gyri","LIG",NA,11,3,8660,12176,7,16,2407,"/10153/10154/10155/10156/10609/12112/12176/12177/","C45539",NA,NA,"f",9007,2224122869,734881840,"long insular gyri","#C45539"
"12124",12124,NA,"posterior intermediate orbital gyrus","POrG",NA,11,3,8660,12113,7,16,2363,"/10153/10154/10155/10156/10609/12112/12113/12124/","CAB781",NA,NA,"f",8963,185005903,734881840,"posterior intermediate orbital gyrus","#CAB781"
"146034884",146034884,NA,"frontomarginal gyrus","FMG",NA,11,3,8660,12113,7,16,2373,"/10153/10154/10155/10156/10609/12112/12113/146034884/","EECF38",NA,NA,"f",8973,3497797877,734881840,"frontomarginal gyrus","#EECF38"
"146034892",146034892,NA,"perirhinal gyrus ( rostral part of FuGt)","PRG",NA,11,3,8660,12143,8,16,2389,"/10153/10154/10155/10156/10609/12112/12139/12143/146034892/","D55C92",NA,NA,"f",8989,423346964,734881840,"perirhinal gyrus ( rostral part of FuGt)","#D55C92"
"12179",12179,NA,"limen insula","LI",NA,11,3,8660,10609,5,16,2437,"/10153/10154/10155/10156/10609/12179/","D0D0D1",NA,NA,"f",9037,2492582007,734881840,"limen insula","#D0D0D1"
"10595",10595,NA,"ventricles of forebrain","FV",NA,11,3,8660,10156,4,16,2256,"/10153/10154/10155/10156/10595/","231F20",NA,NA,"f",8856,2242092230,734881840,"ventricles of forebrain","#231F20"
"10596",10596,NA,"lateral ventricles","LV",NA,11,3,8660,10595,5,16,2257,"/10153/10154/10155/10156/10595/10596/","231F20",NA,NA,"f",8857,986785663,734881840,"lateral ventricles","#231F20"
"10600",10600,NA,"inferior horn of lateral ventricle","iLV",NA,11,3,8660,10596,6,16,2262,"/10153/10154/10155/10156/10595/10596/10600/","231F20",NA,NA,"f",8862,1888552044,734881840,"inferior horn of lateral ventricle","#231F20"
"12123",12123,NA,"anterior intermediate orbital gyrus","AOrG",NA,11,3,8660,12113,7,16,2362,"/10153/10154/10155/10156/10609/12112/12113/12123/","CAB781",NA,NA,"f",8962,3385945904,734881840,"anterior intermediate orbital gyrus","#CAB781"
"266441657",266441657,NA,"atrium of lateral ventricle","xLV",NA,11,3,8660,10596,6,16,2260,"/10153/10154/10155/10156/10595/10596/266441657/","231F20",NA,NA,"f",8860,167387948,734881840,"atrium of lateral ventricle","#231F20"
"10346",10346,NA,"claustrum","Cla",NA,11,3,8660,10331,7,16,1894,"/10153/10154/10155/10156/10157/10158/10331/10346/","AADBCE",NA,NA,"f",8494,513558180,734881840,"claustrum","#AADBCE"
"10159",10159,NA,"cerebral cortex","Cx",NA,11,3,8660,10158,6,16,658,"/10153/10154/10155/10156/10157/10158/10159/","E9CCC2",NA,NA,"f",7258,1590308642,734881840,"cerebral cortex","#E9CCC2"
"10313",10313,NA,"periallocortex","PACx",NA,11,3,8660,10159,7,16,1426,"/10153/10154/10155/10156/10157/10158/10159/10313/","DCD0C6",NA,NA,"f",8026,4105229056,734881840,"periallocortex","#DCD0C6"
"10327",10327,NA,"peripaleocortex","PPCx",NA,11,3,8660,10313,8,16,1580,"/10153/10154/10155/10156/10157/10158/10159/10313/10327/","CBB7A8",NA,NA,"f",8180,1755261336,734881840,"peripaleocortex","#CBB7A8"
"10330",10330,NA,"temporal agranular insular cortex (area TI)","TI",NA,11,3,8660,10327,9,16,1593,"/10153/10154/10155/10156/10157/10158/10159/10313/10327/10330/","B5967F",NA,NA,"f",8193,2127391511,734881840,"temporal agranular insular cortex (area TI)","#B5967F"
"10332",10332,NA,"basal nuclei (basal ganglia)","BN",NA,11,3,8660,10331,7,16,1859,"/10153/10154/10155/10156/10157/10158/10331/10332/","E2EACA",NA,NA,"f",8459,3252457550,734881840,"basal nuclei (basal ganglia)","#E2EACA"
"10333",10333,NA,"striatum","STR",NA,11,3,8660,10332,8,16,1860,"/10153/10154/10155/10156/10157/10158/10331/10332/10333/","C1CEA7",NA,NA,"f",8460,1010549864,734881840,"striatum","#C1CEA7"
"10334",10334,NA,"caudate nucleus","Ca",NA,11,3,8660,10333,9,16,1861,"/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/","99A677",NA,NA,"f",8461,1659591287,734881840,"caudate nucleus","#99A677"
"10337",10337,NA,"tail of caudate","CaT",NA,11,3,8660,10334,10,16,1867,"/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/10337/","91A06E",NA,NA,"f",8467,1568564292,734881840,"tail of caudate","#91A06E"
"12155",12155,NA,"limbic lobe","LimL",NA,11,3,8660,12112,6,16,2409,"/10153/10154/10155/10156/10609/12112/12155/","D1CEE2",NA,NA,"f",9009,717117454,734881840,"limbic lobe","#D1CEE2"
"12170",12170,NA,"hippocampal gyrus (formation)","HiF",NA,11,3,8660,12155,7,16,2425,"/10153/10154/10155/10156/10609/12112/12155/12170/","AA9DC6",NA,NA,"f",9025,2555278977,734881840,"hippocampal gyrus (formation)","#AA9DC6"
"12173",12173,NA,"body of hippocampus","HiB",NA,11,3,8660,12170,8,16,2428,"/10153/10154/10155/10156/10609/12112/12155/12170/12173/","AA9DC6",NA,NA,"f",9028,4177318042,734881840,"body of hippocampus","#AA9DC6"
"12171",12171,NA,"head of hippocampus","HiH",NA,11,3,8660,12170,8,16,2426,"/10153/10154/10155/10156/10609/12112/12155/12170/12171/","AA9DC6",NA,NA,"f",9026,2360319530,734881840,"head of hippocampus","#AA9DC6"
"12174",12174,NA,"tail of hippocampus","HiT",NA,11,3,8660,12170,8,16,2429,"/10153/10154/10155/10156/10609/12112/12155/12170/12174/","AA9DC6",NA,NA,"f",9029,3784290960,734881840,"tail of hippocampus","#AA9DC6"
"12162",12162,NA,"parahippocampal gyrus","PHG",NA,11,3,8660,12155,7,16,2417,"/10153/10154/10155/10156/10609/12112/12155/12162/","D2BFB2",NA,NA,"f",9017,804601343,734881840,"parahippocampal gyrus","#D2BFB2"
"12164",12164,NA,"posterior parahippocampal gyrus","PPH",NA,11,3,8660,12162,8,16,2419,"/10153/10154/10155/10156/10609/12112/12155/12162/12164/","C15184",NA,NA,"f",9019,1876852952,734881840,"posterior parahippocampal gyrus","#C15184"
"12163",12163,NA,"anterior parahippocampal gyrus","APH",NA,11,3,8660,12162,8,16,2418,"/10153/10154/10155/10156/10609/12112/12155/12162/12163/","D2BFB2",NA,NA,"f",9018,1299192845,734881840,"anterior parahippocampal gyrus","#D2BFB2"
"12151",12151,NA,"lingual gyrus","LiG",NA,11,3,8660,12148,7,16,2402,"/10153/10154/10155/10156/10609/12112/12148/12151/","C13331",NA,NA,"f",9002,59015633,734881840,"lingual gyrus","#C13331"
"10338",10338,NA,"putamen","Pu",NA,11,3,8660,10333,9,16,1870,"/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/","A8B485",NA,NA,"f",8470,1470942848,734881840,"putamen","#A8B485"
"146034754",146034754,NA,"posteroventral putamen","PuPV",NA,11,3,8660,10338,10,16,1877,"/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/146034754/","A8B485",NA,NA,"f",8477,2011630625,734881840,"posteroventral putamen","#A8B485"
"10329",10329,NA,"frontal agranular insular cortex (area FI)","FI",NA,11,3,8660,10327,9,16,1587,"/10153/10154/10155/10156/10157/10158/10159/10313/10327/10329/","C1A68F",NA,NA,"f",8187,1101825180,734881840,"frontal agranular insular cortex (area FI)","#C1A68F"
"12115",12115,NA,"superior frontal gyrus","SFG",NA,11,3,8660,12113,7,16,2354,"/10153/10154/10155/10156/10609/12112/12113/12115/","D4B235",NA,NA,"f",8954,778210101,734881840,"superior frontal gyrus","#D4B235"
"10367",10367,NA,"lateral nucleus","La",NA,11,3,8660,10366,9,16,1794,"/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/","A6D17A",NA,NA,"f",8394,710955581,734881840,"lateral nucleus","#A6D17A"
"10292",10292,NA,"allocortex","ACx",NA,11,3,8660,10159,7,16,1599,"/10153/10154/10155/10156/10157/10158/10159/10292/","D1CEE2",NA,NA,"f",8199,3705319279,734881840,"allocortex","#D1CEE2"
"10306",10306,NA,"paleocortex (semicortex)","PalCx",NA,11,3,8660,10292,8,16,1731,"/10153/10154/10155/10156/10157/10158/10159/10292/10306/","BFB5D5",NA,NA,"f",8331,408842138,734881840,"paleocortex (semicortex)","#BFB5D5"
"10311",10311,NA,"piriform cortex","Pir",NA,11,3,8660,10306,9,16,1751,"/10153/10154/10155/10156/10157/10158/10159/10292/10306/10311/","AA9DC6",NA,NA,"f",8351,524550472,734881840,"piriform cortex","#AA9DC6"
"10599",10599,NA,"posterior horn of lateral ventricle","pLV",NA,11,3,8660,10596,6,16,2261,"/10153/10154/10155/10156/10595/10596/10599/","231F20",NA,NA,"f",8861,2852729053,734881840,"posterior horn of lateral ventricle","#231F20"
"10558",10558,NA,"forebrain commissural fiber tracts","FCFT",NA,11,3,8660,10557,5,16,2117,"/10153/10154/10155/10156/10557/10558/","F2F1F0",NA,NA,"f",8717,2292408842,734881840,"forebrain commissural fiber tracts","#F2F1F0"
"10559",10559,NA,"anterior commissure","ac",NA,11,3,8660,10558,6,16,2118,"/10153/10154/10155/10156/10557/10558/10559/","F2F1F0",NA,NA,"f",8718,2776019666,734881840,"anterior commissure","#F2F1F0"
"12149",12149,NA,"occipital pole","OP",NA,11,3,8660,12148,7,16,2398,"/10153/10154/10155/10156/10609/12112/12148/12149/","C13331",NA,NA,"f",8998,2904552777,734881840,"occipital pole","#C13331"
"146034888",146034888,NA,"frontal pole","FP",NA,11,3,8660,12113,7,16,2374,"/10153/10154/10155/10156/10609/12112/12113/146034888/","EAD180",NA,NA,"f",8974,3383837853,734881840,"frontal pole","#EAD180"
"10362",10362,NA,"anterior amygdaloid area","AAA",NA,11,3,8660,10361,8,16,1761,"/10153/10154/10155/10156/10157/10158/10331/10361/10362/","C0DD9D",NA,NA,"f",8361,962083354,734881840,"anterior amygdaloid area","#C0DD9D"
"12137",12137,NA,"precuneus","PrCun",NA,11,3,8660,12131,7,16,2381,"/10153/10154/10155/10156/10609/12112/12131/12137/","E49C33",NA,NA,"f",8981,2426541137,734881840,"precuneus","#E49C33"
"12150",12150,NA,"cuneus","Cun",NA,11,3,8660,12148,7,16,2401,"/10153/10154/10155/10156/10609/12112/12148/12150/","C13331",NA,NA,"f",9001,3249958,734881840,"cuneus","#C13331"
"10598",10598,NA,"body of lateral ventricle","bLV",NA,11,3,8660,10596,6,16,2259,"/10153/10154/10155/10156/10595/10596/10598/","231F20",NA,NA,"f",8859,3325903677,734881840,"body of lateral ventricle","#231F20"
"10363",10363,NA,"central nuclear group","CEN",NA,11,3,8660,10361,8,16,1764,"/10153/10154/10155/10156/10157/10158/10331/10361/10363/","AFD58A",NA,NA,"f",8364,446640437,734881840,"central nuclear group","#AFD58A"
"12768",12768,NA,"middle cerebellar peduncle","mcp",NA,11,3,8660,10668,5,16,3166,"/10153/10154/10155/10653/10668/12768/","F2F1F0",NA,NA,"f",9766,733008278,734881840,"middle cerebellar peduncle","#F2F1F0"
"13229",13229,NA,"lateral olfactory gyrus","LOG",NA,11,3,8660,12113,7,16,2372,"/10153/10154/10155/10156/10609/12112/12113/13229/","AA9DC6",NA,NA,"f",8972,2449780966,734881840,"lateral olfactory gyrus","#AA9DC6"
"12122",12122,NA,"medial orbital gyrus","MOrG",NA,11,3,8660,12113,7,16,2361,"/10153/10154/10155/10156/10609/12112/12113/12122/","CAB781",NA,NA,"f",8961,2938661551,734881840,"medial orbital gyrus","#CAB781"
"12156",12156,NA,"cingulate gyrus","CgG",NA,11,3,8660,12155,7,16,2410,"/10153/10154/10155/10156/10609/12112/12155/12156/","EFB9BE",NA,NA,"f",9010,106835083,734881840,"cingulate gyrus","#EFB9BE"
"12158",12158,NA,"cingulate gyrus, caudal (posterior) part","CgGc",NA,11,3,8660,12156,8,16,2412,"/10153/10154/10155/10156/10609/12112/12155/12156/12158/","DF4F72",NA,NA,"f",9012,266435823,734881840,"cingulate gyrus caudal (posterior) part","#DF4F72"
"10342",10342,NA,"globus pallidus","GP",NA,11,3,8660,10332,8,16,1887,"/10153/10154/10155/10156/10157/10158/10331/10332/10342/","D7E0BF",NA,NA,"f",8487,1694834051,734881840,"globus pallidus","#D7E0BF"
"10343",10343,NA,"external segment of globus pallidus","GPe",NA,11,3,8660,10342,9,16,1888,"/10153/10154/10155/10156/10157/10158/10331/10332/10342/10343/","D7E0BF",NA,NA,"f",8488,2539442022,734881840,"external segment of globus pallidus","#D7E0BF"
"10389",10389,NA,"diencephalon","Die",NA,11,3,8660,10157,5,16,1925,"/10153/10154/10155/10156/10157/10389/","E4CCE3",NA,NA,"f",8525,2009448677,734881840,"diencephalon","#E4CCE3"
"10390",10390,NA,"thalamus","THM",NA,11,3,8660,10389,6,16,1926,"/10153/10154/10155/10156/10157/10389/10390/","E4CCE3",NA,NA,"f",8526,853172498,734881840,"thalamus","#E4CCE3"
"10391",10391,NA,"dorsal thalamus","DTH",NA,11,3,8660,10390,7,16,1927,"/10153/10154/10155/10156/10157/10389/10390/10391/","CC9FC9",NA,NA,"f",8527,3274445741,734881840,"dorsal thalamus","#CC9FC9"
"10428",10428,NA,"posterior nuclear complex of thalamus","PoN",NA,11,3,8660,10391,8,16,1972,"/10153/10154/10155/10156/10157/10389/10390/10391/10428/","BF89BC",NA,NA,"f",8572,3145188637,734881840,"posterior nuclear complex of thalamus","#BF89BC"
"10429",10429,NA,"lateral geniculate nucleus","LG",NA,11,3,8660,10428,9,16,1973,"/10153/10154/10155/10156/10157/10389/10390/10391/10428/10429/","8C4685",NA,NA,"f",8573,700111476,734881840,"lateral geniculate nucleus","#8C4685"
"10430",10430,NA,"dorsal lateral geniculate nucleus","DLG",NA,11,3,8660,10429,10,16,1974,"/10153/10154/10155/10156/10157/10389/10390/10391/10428/10429/10430/","8C4685",NA,NA,"f",8574,2481579255,734881840,"dorsal lateral geniculate nucleus","#8C4685"
"10589",10589,NA,"optic tract","ot",NA,11,3,8660,10568,6,16,2222,"/10153/10154/10155/10156/10557/10568/10589/","F2F1F0",NA,NA,"f",8822,473050819,734881840,"optic tract","#F2F1F0"
"10369",10369,NA,"basomedial nucleus (accessory basal nucleus)","BM",NA,11,3,8660,10366,9,16,1812,"/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/","9CCC66",NA,NA,"f",8412,2341846952,734881840,"basomedial nucleus (accessory basal nucleus)","#9CCC66"
